公司名称,城市,营业收入,利润,上市日期,行业分类,产品类型
安徽雪郎生物科技股份有限公司,蚌埠市,4.90亿,2665.60万,2014-06-23,食品及饲料添加剂制造,苹果酸、天门冬氨酸、富马酸、可降解塑料袋、吸附剂B、丁二酸、降解塑料母粒、苹果酸钾
湖南拓天节能控制技术股份有限公司,长沙市,106.41万,-234.48万,2014-07-02,变压器、整流器和电感器制造,SBP、风机叶片除冰项目
福州华虹智能科技股份有限公司,福州市,1.08亿,1193.65万,2014-06-24,矿山机械制造,物探设备、技术服务、信息化产品工程
重庆和泰润佳股份有限公司,重庆市,2.29亿,2621.24万,2014-06-27,塑料薄膜制造,PE流延膜、透气膜、复合膜、一次性口罩、透气树脂、PE塑料包装袋
湖南世优电气股份有限公司,湘潭市,2.13亿,2304.29万,2014-06-27,变压器、整流器和电感器制造,电气控制系统产品、售后备件及运维、检测服务、电力产品
云南万绿生物股份有限公司,玉溪市,1.69亿,2542.36万,2014-07-04,其他农业,工业原料、芦荟鲜叶及植株、芦荟终端产品
无锡华精新材股份有限公司,无锡市,11.82亿,6014.70万,2014-07-01,钢压延加工,热镀铝锌合金钢带、冷轧取向硅钢、铝塑膜
江阴市新昶虹电力科技股份有限公司,无锡市,4405.26万,4636.80万,2014-07-07,电力电子元器件制造,三箱屏柜及元器件、房租、光伏电站
山东齐鲁华信实业股份有限公司,淄博市,5.80亿,6064.04万,2021-02-23,化学试剂和助剂制造,石油化工催化分子筛、环保催化分子筛、化工产品
武汉九生堂生物科技股份有限公司,武汉市,3625.61万,1594.12万,2014-07-04,保健食品制造,肽口服液、葛根肽饮品
平原信达化工股份有限公司,德州市,--,--,2014-07-09,有机化学原料制造,光气化产品
湖北荆楚网络科技股份有限公司,武汉市,9183.53万,1586.79万,2014-07-11,广告业,广告、移动增值服务、信息服务、建站维护、商品销售
河北古城香业集团股份有限公司,保定市,1.79亿,4792.91万,2014-07-08,其他日用杂品制造,传统香类、空气清新香类、空气卫生香类、熏香类
山东万通液压股份有限公司,日照市,3.36亿,4266.05万,2020-11-09,液压和气压动力机械及元件制造,自卸车专用油缸、机械装备用油缸、油气弹簧
武汉永力科技股份有限公司,武汉市,2.85亿,4111.07万,2014-07-15,其他电子设备制造,电源类、光电类、技术服务、SMT加工、模块类、维修费、遥控电子类、咨询服务
广东长牛电气股份有限公司,佛山市,2168.84万,-606.76万,2014-07-08,变压器、整流器和电感器制造,变电站、变压器、电缆附件、熔喷布、熔喷布机组、原材料销售、产品安装维修、销售水、电、工程施工
上海沃迪智能装备股份有限公司,上海市,1.44亿,-3439.60万,2014-07-09,其他专用设备制造,自动化成套装备、工业智能机器人系统集成
天津市鸿远电气股份有限公司,天津市,2368.06万,-1707.78万,2014-07-18,配电开关控制设备制造,电气服务、培训服务、租赁服务
山东格林检测股份有限公司,潍坊市,7574.64万,1999.19万,2014-07-14,其他未列明专业技术服务业,环境检测、食品检测、生物样本检测、医学检测、机动车检测
乐山晟嘉电气股份有限公司,乐山市,--,--,2014-07-11,配电开关控制设备制造,箱式变电站、桥架及母线、无功补偿及滤波装置、高低压开关柜、低压配电柜、低压配电箱
厦门鑫森海电子股份有限公司,厦门市,9776.57万,581.14万,2014-07-14,电力电子元器件制造,AC-DC电源适配器、DC-DC电源适配器、电源适配器辅件、电子智力玩具、家用美容器具、灸能安、开板电源、特殊用途灯具及照明装置
河南平原智能装备股份有限公司,郑州市,8.50亿,1579.57万,2014-07-11,其他专用设备制造,一、自动化涂装系统
江苏万企达股份有限公司,南京市,--,--,2014-07-14,其他机械设备及电子产品批发,办公设备、办公用品
宁夏骏华月牙湖农牧科技股份有限公司,银川市,2.11亿,160.50万,2014-07-08,牛的饲养,生鲜乳、有机肥、公牛、牛粪、租金
中国科学院沈阳科学仪器股份有限公司,沈阳市,4.48亿,6528.72万,2014-07-16,泵及真空设备制造,干式真空泵、真空仪器设备、技术服务、相关零部件
苏州天加新材料股份有限公司,苏州市,--,--,2014-07-14,塑料薄膜制造,多层共挤PVDC高阻隔热收缩包装膜
宁夏盈谷实业股份有限公司,石嘴山市,18.27亿,-2034.13万,2014-07-04,珠宝首饰及有关物品制造,黄金、纯金制品及贵、金属工艺品
安徽合矿环境科技股份有限公司,合肥市,2093.27万,-1289.69万,2014-07-15,矿山机械制造,整机、配件、工程
广东金冠科技股份有限公司,广州市,1.44亿,1003.40万,2014-07-11,包装装潢及其他印刷,包装类、商业宣传类、票证类
湖北金旭农业发展股份有限公司,武汉市,5.86亿,-3.61亿,2014-07-21,猪的饲养,种猪、肥猪、商品猪
银川奥特信息技术股份公司,银川市,1332.94万,-1041.94万,2014-07-14,软件开发,精准化养殖系列、奶台改造系列、天网及安防工程、技术服务
合肥金诺数码科技股份有限公司,合肥市,3059.43万,340.88万,2014-07-14,数字内容服务,科普动漫游戏、数字多媒体展示
广州市丰海科技股份有限公司,广州市,3.21亿,-865.58万,2014-07-15,电气信号设备装置制造,销售设备及安装服务、工程、设备维护、系统集成、软件销售
北京瑞华天健科技股份有限公司,北京市,--,--,2014-07-22,信息系统集成服务,信息系统集成服务、技术开发、技术服务、电子产品
大连诚思科技股份有限公司,大连市,7579.16万,-121.07万,2014-07-17,软件开发,软件开发及服务、硬件销售
武汉全华光电科技股份有限公司,武汉市,506.07万,-291.80万,2014-07-15,照明灯具制造,传统照明产品、智慧节点产品、智慧交通产品
南京建策科技股份有限公司,南京市,3251.24万,28.58万,2014-07-16,信息技术咨询服务,培训服务、考试服务、商品贸易、技术服务
铜陵松宝智能装备股份有限公司,铜陵市,7079.77万,-635.76万,2014-07-21,纺织专用设备制造,智能落纱机系列、纺织配件系列
北京天元晟业科技股份有限公司,北京市,262.82万,-1082.35万,2014-07-17,其他仪器仪表制造业,电视剧投资分红、销售润滑油脂
湖南长信畅中科技股份有限公司,长沙市,3407.11万,-1.55亿,2014-07-23,软件开发,软件、系统集成
奥测世纪(北京)技术股份有限公司,北京市,3293.24万,-20.50万,2014-07-16,质检技术服务,国内检测认证、国际检测认证
无锡金田元丰科技股份有限公司,无锡市,65.69万,-117.87万,2014-07-21,模具制造,模具及模具配件、有机化学原料
四川千草生物科技股份有限公司,内江市,--,--,2014-07-17,中药材种植,药品及中药饮片、铁皮石斛系列终端产品、器材及耗材、种苗
洛阳市黄河软轴控制器股份有限公司,洛阳市,9117.27万,232.07万,2014-07-21,机械零部件加工,软轴及软轴控制器、电子操控系统
浙江康莱宝体育用品股份有限公司,台州市,2.11亿,2556.55万,2014-07-21,体育器材及配件制造,家用体育用品
云南智云信息技术股份有限公司,昆明市,--,--,2014-07-16,测绘服务,空间地理信息数据业务、硬件销售业务
基康仪器股份有限公司,北京市,2.59亿,5038.52万,2014-07-23,地质勘探和地震专用仪器制造,智能监测终端、数据应用及解决方案
江苏火凤凰线缆系统技术股份有限公司,苏州市,1.57亿,1168.23万,2014-07-18,电线、电缆制造,单支线、复合线
济南圣泉集团股份有限公司,济南市,88.25亿,7.12亿,2014-07-28,初级形态塑料及合成树脂制造,合成树脂及复合材料、生物质化工产品
无锡佳龙换热器股份有限公司,无锡市,4.86亿,1007.81万,2014-07-24,气体压缩机械制造,换热器
威海联桥新材料科技股份有限公司,威海市,3.51亿,1947.45万,2014-07-28,其他塑料制品制造,改性塑料
广东波斯科技股份有限公司,广州市,3.24亿,1440.40万,2014-07-25,其他塑料制品制造,功能色母、普通色母
福建太尔集团股份有限公司,厦门市,574.49万,-2470.97万,2014-07-23,其他电子设备制造,骨传导助听产品、骨传导耳机
北京环球世纪工场文化传媒股份有限公司,北京市,689.06万,-33.41万,2014-07-30,电影和影视节目制作,大众传播媒介品牌产品创意设计与制作服务
湖南深拓智能设备股份有限公司,长沙市,1.49亿,1138.00万,2014-08-05,信息系统集成服务,系统集成业务、物联网业务、分销业务、厂房出租及劳务
上海海魄信息科技股份有限公司,上海市,960.53万,-350.68万,2014-07-31,信息系统集成服务,技术人员外派服务、软件定制开、发、电子产品、物业管理、总额
广东轩辕网络科技股份有限公司,广州市,1.23亿,-886.34万,2014-07-30,信息系统集成服务,工程项目、商品销售
厦门海迈科技股份有限公司,厦门市,7659.36万,382.79万,2014-08-08,软件开发,应用集成、硬件销售、软件服务、技术服务、软件产品
上海亚泽实业股份有限公司,上海市,3537.49万,41.13万,2014-07-29,社会经济咨询,家居生活、婴童用品、商务用品、食用农产品、制作类、化妆品
辽宁紫竹高科装备股份有限公司,鞍山市,1.28亿,2240.98万,2014-08-01,建筑工程机械与设备租赁,租赁业务、施工业务、销售业务
重庆市旺成科技股份有限公司,重庆市,3.65亿,3741.22万,2014-08-01,齿轮及齿轮减、变速箱制造,离合器部件、齿轮组件
北京华人天地影视策划股份有限公司,北京市,24.04万,-2788.05万,2014-08-01,电影和影视节目制作,影视制作、影视销售
粤开证券股份有限公司,广州市,12.04亿,1.06亿,2014-08-01,证券经纪交易服务,证券经纪业务、证券自营业务、投资银行业务、资产管理业务、信用交易业务、股票质押回购式交易业务、约定购回式证券交易业务、私募股权投资业务、其他业务
江苏维福特科技发展股份有限公司,盐城市,276.46万,-2900.19万,2014-08-04,其他非金属矿物制品制造,氧化铝晶体
四川长仪油气集输设备股份有限公司,乐山市,1.58亿,1213.35万,2014-07-31,阀门和旋塞制造,阀门类、撬装类、容器产品类、轻烃及CNG/LNG
上海复展智能科技股份有限公司,上海市,--,--,2014-07-29,集成电路制造,EMC、照明控制系统、照明产品、路灯改造、软件、技术服务、租赁、燃气模块
博思特能源装备(天津)股份有限公司,天津市,--,--,2014-07-29,其他专用设备制造,石油天然气储运项目设计咨询、装备制造及工程总承包
湖南成聪软件股份有限公司,湘西土家族苗族自治州,1420.33万,-7.56万,2014-07-29,软件开发,软件销售及维护费、餐费
山东万事达建筑钢品股份有限公司,滨州市,--,--,2014-07-30,其他建筑、安全用金属制品制造,建筑围护系统产品、钢结构建筑系统的设计施工服务
江苏标榜装饰新材料股份有限公司,无锡市,3.74亿,-1266.82万,2014-08-08,建筑装饰业,铝塑复合板、铝单板、美丽板、倍丽得
沈阳中北通磁科技股份有限公司,沈阳市,1.18亿,5452.02万,2014-08-08,稀有稀土金属压延加工,毛坯产品、器件产品
长沙海赛电装科技股份有限公司,长沙市,1736.18万,-184.55万,2014-08-11,铁路专用设备及器材、配件制造,轨道交通机车车辆检修与测控装备
保定味群食品科技股份有限公司,保定市,3.75亿,175.83万,2014-08-06,其他调味品、发酵制品制造,水解蛋白质粉、固体饮料、发酵酱油粉、复合调味粉
公准肉食品股份有限公司,绥化市,--,--,2014-08-07,牲畜屠宰,生猪养殖、屠宰、冷鲜、冷冻分割猪肉
上海网波软件股份有限公司,上海市,3975.11万,-431.99万,2014-08-12,软件开发,软件系统开发、运营维护服务、论证报告
银发环保股份有限公司,昆明市,7169.74万,-162.69万,2014-08-11,其他专业咨询,环保工程
重庆聚融建设(集团)股份有限公司,重庆市,3.33亿,5462.82万,2014-08-06,水泥制品制造,商品砼、节能建材
上海海阳保安服务股份有限公司,上海市,3.05亿,5340.04万,2014-08-11,单位后勤管理服务,保安、养老服务
上海裕荣光电科技股份有限公司,上海市,7268.83万,-570.38万,2014-08-08,其他电工器材制造,特种光缆光纤、光集成配套产品、光传感系列产品
南京上元堂医药股份有限公司,南京市,4.05亿,1696.20万,2014-07-31,药品零售,药品、医疗器械、保健食品、沉香类产品
深圳市星龙科技股份有限公司,深圳市,3408.72万,-186.72万,2014-08-13,供应用仪表及其他通用仪器制造,传统电力测试仪器仪表、智能变电站测试仪器仪表、新能源充电桩检测仪、技术服务、检测服务
山东迪浩耐磨管道股份有限公司,淄博市,3946.78万,-738.80万,2014-08-08,塑料板、管、型材制造,超高分子量聚乙烯管
浙江兆久成信息技术股份有限公司,杭州市,7789.46万,-1278.37万,2014-08-08,信息系统集成服务,系统集成、技术服务费
珠海市康定电子股份有限公司,珠海市,1.32亿,-647.26万,2014-08-05,电子元件及组件制造,电子变压器、电源及适配器、智能装备
广东幸美化妆品股份有限公司,广州市,4671.22万,-3729.57万,2014-08-06,化妆品制造,护肤品
青岛天行健物流股份有限公司,青岛市,1124.02万,-88.54万,2014-08-13,道路货物运输,陆运
纳晶科技股份有限公司,杭州市,1.44亿,-3386.25万,2014-08-05,信息化学品制造,显示产品、半导体发光材料、照明产品、技术服务
嘉斐科技(武汉)股份有限公司,武汉市,6258.70万,863.66万,2014-08-07,专项化学用品制造,乳化切削液、切削液、齿轮磨削液、防锈油、冷轧轧制油、高压低泡清洗剂、冲压油
河南约克动漫影视股份有限公司,郑州市,1.11亿,962.10万,2014-08-12,电影和影视节目制作,影视动画、软件服务、儿童乐园
德州可恩口腔医院股份有限公司,德州市,2.56亿,2224.02万,2014-08-12,专科医院,口内牙周科、修复、口外种植、儿牙正畸
上海君山表面技术工程股份有限公司,上海市,9411.71万,2827.10万,2014-08-12,金属表面处理及热处理加工,金属表面处理技术服务、改性产品
黄山科宏生物香料股份有限公司,黄山市,--,--,2014-08-05,香料、香精制造,生物质绿色香料
上海明硕供应链管理股份有限公司,上海市,1.42亿,104.83万,2014-08-01,货物运输代理,运输代理业、仓储
无锡北方数据计算股份有限公司,无锡市,--,--,2014-08-11,数据处理和存储服务,统一存储、智能数据保护、分布式存储与计算、互联网数据管理、服务与集成
济南科明数码技术股份有限公司,济南市,3967.72万,308.02万,2014-08-05,软件开发,软件产品、硬件产品、教育培训
景尚旅业集团股份有限公司,常州市,3.94亿,2644.37万,2014-08-11,旅行社服务,景区、酒店客房、餐饮服务
江苏麟龙新材料股份有限公司,无锡市,17.06亿,83.78万,2014-08-13,有色金属合金制造,合金产品、交通安全设施、材料销售
江苏森萱医药股份有限公司,南通市,5.64亿,1.38亿,2020-07-27,化学药品原料药制造,原料药、医药中间体、含氧杂环类化工中间体
金柏生态环境股份有限公司,沈阳市,7624.86万,-4772.29万,2014-08-06,其他土木工程建筑,工程施工、养护服务
广东中窑技术股份有限公司,佛山市,1.52亿,-8758.77万,2014-08-01,烘炉、熔炉及电炉制造,辊道窑、特种窑炉、干燥窑
江西惠当家信息技术股份有限公司,南昌市,412.61万,-273.75万,2014-08-08,软件开发,软件、硬件、技术服务
大盛微电科技股份有限公司,许昌市,4876.10万,-2.05亿,2014-08-08,配电开关控制设备制造,新能源系统、智能配用电系统、电力通信系统、专业工程服务
苏州高新区鑫庄农村小额贷款股份有限公司,苏州市,-39.09万,-1.43亿,2014-08-08,其他非货币银行服务,小额贷款、提供融资性担保、金融机构业务代理
西安圣华农业科技股份有限公司,西安市,6808.63万,215.13万,2014-08-12,烟草生产专用设备制造,温湿度控制器、烘干房、生物质燃烧机、农机、材料
河北润农节水科技股份有限公司,唐山市,5.89亿,5816.77万,2020-07-27,塑料板、管、型材制造,节水材料、节水工程
江苏苏北花卉股份有限公司,宿迁市,3.03亿,1891.55万,2014-08-08,其他土木工程建筑,园林绿化工程、苗木销售、园林养护
广东智通人才连锁股份有限公司,东莞市,5.89亿,2557.55万,2014-08-13,职业中介服务,招聘服务、灵活用工、猎头咨询、教育培训、家庭服务
上海艾录包装股份有限公司,上海市,11.20亿,1.43亿,2014-08-13,纸和纸板容器制造,工业用纸包装、塑料包装、智能包装
苏州科特环保股份有限公司,苏州市,9205.14万,1533.90万,2014-08-08,环境监测专用仪器仪表制造,仪器仪表、环保设备、合同能源管理、环保工程
杭州凯大催化金属材料股份有限公司,杭州市,17.11亿,6223.44万,2014-08-13,化学试剂和助剂制造,贵金属催化材料、贵金属催化材料加工服务
青岛东和科技股份有限公司,青岛市,--,--,2014-08-13,金属成形机床制造,数控冲床、数控板材加工生产线
深圳电通纬创微电子股份有限公司,深圳市,1.58亿,2313.17万,2014-08-13,集成电路制造,封测加工、传感器
先临三维科技股份有限公司,杭州市,5.68亿,5409.30万,2014-08-08,软件开发,扫描仪、打印机、耗材及配套设备、服务销售
深圳市日昇生态科技股份有限公司,深圳市,5684.03万,-6344.71万,2014-08-12,其他土木工程建筑,工程施工类、养护设计类
深圳市中易腾达科技股份有限公司,深圳市,3.55亿,2010.26万,2014-08-12,通信系统设备制造,近距离无线通信模组
广州保得威尔电子科技股份有限公司,广州市,1.42亿,134.72万,2014-08-08,社会公共安全设备及器材制造,消防设备、咨询/技术服务、房屋出租/销售
南京德邦金属装备工程股份有限公司,南京市,--,--,2014-08-13,通信系统设备制造,装备制造、工程服务
合肥九星娱乐股份有限公司,合肥市,2566.48万,-3137.50万,2014-08-11,互联网信息服务,网络游戏
湖北兴和电力新材料股份有限公司,黄冈市,4.99亿,4526.30万,2014-08-12,电线、电缆制造,高压产品、中压产品、低压产品、工业铝型材、特种导线及电缆
上海鹏盾电子商务股份有限公司,上海市,36.61亿,2228.27万,2014-08-13,其他水上运输辅助活动,水上供油业务、油品贸易业务、运输业务、信息服务业务
壹玖壹玖酒类平台科技股份有限公司,成都市,46.09亿,5750.84万,2014-08-13,酒、饮料及茶叶零售,商品销售、数据推广、门店管理服务、技术服务费
上海金友金弘智能电气股份有限公司,上海市,2.89亿,1055.54万,2014-08-13,电线、电缆制造,光伏电缆、智能电气、光伏发电工程
四川九洲光电科技股份有限公司,绵阳市,1.73亿,418.30万,2014-08-13,照明灯具制造,照明工程产品、照明产品、封装及显示屏
北京汇能精电科技股份有限公司,北京市,2.60亿,1502.46万,2014-08-13,光伏设备及元器件制造,集成产品类、控制器类、逆变器类、房屋出租
浙江大铭新材料股份有限公司,杭州市,2939.63万,-1386.07万,2014-08-13,其他未列明电气机械及器材制造,复合管、伴热带、PVC装饰膜、电热片/电热地毯、发热膜/发热片、配件/材料
上海银橙科技股份有限公司,上海市,1.54亿,-2280.21万,2014-08-13,互联网信息服务,线上广告媒体业务、线下广告媒体业务、线下销售业务
上海英特罗机械电气制造股份有限公司,上海市,1156.02万,-136.92万,2014-08-15,建筑、家具用金属配件制造,欧洲标准锁芯、俄罗斯标准锁芯
成都飞鱼星科技股份有限公司,成都市,3397.92万,321.92万,2014-08-15,通信系统设备制造,企业级产品、家庭级产品
金大智能技术股份有限公司,金华市,506.40万,-812.11万,2014-08-19,助动自行车制造,电动自行车
南京宝泰特种材料股份有限公司,南京市,2.63亿,20.51万,2014-08-22,有色金属合金制造,复合材料、有色金属材料
萍乡华维电瓷科技股份有限公司,萍乡市,--,--,2014-08-20,特种陶瓷制品制造,交流盘型悬式瓷绝缘子
安徽久易农业股份有限公司,合肥市,9.28亿,7616.84万,2014-08-19,化学农药制造,丙硫菌唑系列、环磺酮系列、烟嘧磺隆系列、苯磺隆系列
无锡汉咏科技股份有限公司,无锡市,--,--,2014-08-19,集成电路制造,充值消费型APP、建筑信息化服务、视频制作产品、技术开发收入、广告宣传收入、网络资源外包及专业网络服务、货物销售
北京合锐赛尔电力科技股份有限公司,北京市,4.90亿,227.88万,2014-08-14,配电开关控制设备制造,环网柜类、柱上开关类、低压类、变压器类、柱上台区、电力工程施工
宁夏凯添燃气发展股份有限公司,银川市,4.59亿,7230.24万,2020-07-27,燃气生产和供应业,燃气
贵州兴艺景生态景观工程股份有限公司,贵阳市,1.28亿,1160.90万,2014-08-21,其他土木工程建筑,园林绿化工程、建设工程、项目运营
北京海联捷讯科技股份有限公司,北京市,2.99亿,2231.19万,2014-08-19,信息系统集成服务,技术服务、系统集成、软件产品、硬件销售
广东小白龙动漫文化股份有限公司,汕头市,6265.18万,-2115.35万,2014-08-14,玩具制造,玩具、发行
秦皇岛博硕光电设备股份有限公司,秦皇岛市,1.02亿,-2103.18万,2014-08-18,光伏设备及元器件制造,太阳能电池组件全自动生产线、太阳能电池组件层压机、太阳能电池组件串焊机、自动裁切机、组件检测设备
华雁智能科技(集团)股份有限公司,成都市,2.11亿,1601.33万,2014-08-15,信息系统集成服务,数智方案、软件服务
郑州三和视讯技术股份有限公司,郑州市,515.37万,-84.37万,2014-08-21,通信系统设备制造,摄像机式微波系统、技术开发、系统集成
大连北方国际展览股份有限公司,大连市,--,--,2014-08-14,会议及展览服务,展览展示服务、礼仪庆典服务、会议服务、广告业务
佛山市万兴隆环境资源股份有限公司,佛山市,5.19亿,-338.26万,2014-08-14,金属废料和碎屑加工处理,金属贸易、环保服务、运输服务、检测服务
杭州熙浪信息技术股份有限公司,杭州市,2104.36万,-268.21万,2014-08-20,集成电路设计,租赁
北京兴致体育股份有限公司,北京市,--,--,2014-08-22,数字内容服务,体育咨询赛事相关服务、体育运营传播服务、运营服务、青少年培训、体育品牌传播
河南华丽纸业包装股份有限公司,许昌市,--,--,2014-08-29,纸和纸板容器制造,包装用瓦楞纸箱、瓦楞纸板
湖北银丰棉花股份有限公司,武汉市,78.36亿,851.41万,2014-08-29,农产品初加工服务,销售皮棉、销售籽棉、销售化纤
北京卓华信息技术股份有限公司,北京市,--,--,2014-08-21,信息系统集成服务,公安信息化产品、硬件产品、系统集成、软件开发、软件产品
上海景睿营销策划股份有限公司,上海市,3.35亿,2730.45万,2014-08-29,会议及展览服务,提供劳务车展服务
厦门市朗星科技股份有限公司,厦门市,1.55亿,1700.38万,2014-08-22,照明灯具制造,产品销售、工程施工、租赁、材料销售及加工费
无锡红光微电子股份有限公司,无锡市,1.98亿,1650.10万,2014-08-15,半导体分立器件制造,分立器件、集成电路的封装和测试
扬州中天利新材料股份有限公司,扬州市,--,--,2014-08-22,其他基础化学原料制造,高纯砷、氧化铝、仲丁醇铝、异丙醇铝
湖北裕国菇业股份有限公司,随州市,18.83亿,2.11亿,2014-08-19,其他未列明农副食品加工,干制香菇、干制木耳、香菇制品
国义招标股份有限公司,广州市,2.31亿,7789.93万,2021-08-18,工程管理服务,招标代理服务、招标增值服务
郑州优波科新材料股份有限公司,郑州市,1747.34万,46.17万,2014-08-20,涂料制造,项目施工产品、外墙涂料、保温涂料、真石漆、保温腻子、隔热涂料
芜湖起重运输机器股份有限公司,芜湖市,5872.72万,283.66万,2014-08-14,连续搬运设备制造,斗式提升机、螺旋输送机、带式输送机、链式输送机、给料机、起重机、配件
银川市锦旺农业发展股份有限公司,银川市,--,--,2014-08-18,果品、蔬菜批发,蔬菜、副食品
北京雷克利达节能环保科技股份有限公司,北京市,--,--,2014-08-20,其他未列明零售业,建筑机电工程业务、节能业务
四川深远石油钻井工具股份有限公司,成都市,7079.98万,87.78万,2014-08-19,石油钻采专用设备制造,钻头、螺杆、钻井工具
承德天成印刷科技股份有限公司,承德市,1.69亿,415.13万,2014-08-22,信息化学品制造,PS版、UVCTP、CTP热敏版
广州赛莱拉干细胞科技股份有限公司,广州市,1.01亿,-4839.62万,2014-08-14,医学研究和试验发展,功能性护肤品、医疗技术服务、科研服务
安徽美佳新材料股份有限公司,芜湖市,15.94亿,6309.12万,2014-08-20,涂料制造,混合型粉末、纯聚酯粉末、环氧树脂、二步法环氧树脂、聚酯树脂
湖南巴陵炉窑节能股份有限公司,岳阳市,2.74亿,1981.54万,2014-08-15,冶金专用设备制造,工程项目、工程服务、节能配件、耐火材料、铝合金材料及制品
厦门三优光电股份有限公司,厦门市,--,--,2014-08-29,光电子器件及其他电子器件制造,应用于数据传输、通讯领域的光电器件和光电组件、应用于传感物连网等其他领域的光电器件、组件及模块
重庆多普泰制药股份有限公司,重庆市,5.43亿,4588.34万,2014-08-19,中成药生产,脉血康胶囊、晕痛定胶囊、脉血康片剂
武汉天颖环境工程股份有限公司,武汉市,--,--,2014-08-21,其他污染治理,工程施工、工程设计及碳排放交易
广州霍斯通电气股份有限公司,广州市,3249.79万,-414.86万,2014-08-15,配电开关控制设备制造,环网柜、环氧件、充电桩、新能源车租金
珠海天香苑生物科技发展股份有限公司,珠海市,9067.10万,-201.25万,2014-08-29,其他调味品、发酵制品制造,食品类、饲料类
深圳市中瀛鑫科技股份有限公司,深圳市,0.0000,-1475.72万,2014-08-29,信息系统集成服务,服务性
西安远古信息科技股份有限公司,西安市,--,--,2014-08-29,软件开发,体育休闲信息管理系统、旅游休闲行业信息管理系统、系统集成、技术服务
安徽省安泰科技股份有限公司,合肥市,10.35亿,-2.70亿,2014-08-29,信息系统集成服务,系统集成业务、产品应用及服务
上海浩驰科技股份有限公司,上海市,--,--,2014-08-21,塑料薄膜制造,安全隔热膜、其他功能性薄膜
鑫干线(北京)科技股份公司,北京市,650.50万,-247.85万,2014-08-29,软件开发,技术服务
辽宁圣维机电科技股份有限公司,鞍山市,--,--,2014-08-19,金属门窗制造,建筑物门窗、地铁屏蔽门
根力多生物科技股份有限公司,邢台市,5.86亿,248.44万,2014-08-21,有机肥料及微生物肥料制造,有机无机复混肥、经销、生物有机肥、微生物菌剂、新型氮肥、复合肥、测土配方肥、复合微生物肥料、水溶肥、生物蛋白控释肥、土壤调理剂
凌志环保股份有限公司,无锡市,5.00亿,6114.75万,2014-09-12,水污染治理,污水处理工程业务、污水处理设备业务、污水处理业务、环保设计咨询业务、商品贸易业务、其他业务
厦门威尔圣电气股份有限公司,厦门市,1332.14万,38.19万,2014-08-22,配电开关控制设备制造,中压产品、低压产品-、配电、低压产品-终端
上海北塔软件股份有限公司,上海市,7474.57万,365.23万,2014-08-18,软件开发,网络运维管理软件、IT综合管理软件、数据流分析软件、PC桌面管理软件、智慧运维管理平台
福建瑞聚信息技术股份有限公司,福州市,1299.55万,-2299.27万,2014-08-21,信息技术咨询服务,通信技术服务、信息系统集成
福建瑞恒信息科技股份有限公司,福州市,1040.53万,-1852.28万,2014-08-22,通信终端设备制造,话机销售、维修
浙江佳力科技股份有限公司,杭州市,4.22亿,1062.05万,2014-08-20,风能原动设备制造,风电铸件、一般铸件、石油储运离心泵、配件
武汉宏海科技股份有限公司,武汉市,4.68亿,2195.67万,2014-08-15,金属结构制造,空调钣金、光电钣金
广东易通鼎盛科技股份有限公司,惠州市,3.57万,-565.57万,2014-08-29,照明灯具制造,技术开发、服务、游戏代理、游戏
浙江立思能源科技股份有限公司,杭州市,--,--,2014-08-18,工程管理服务,安装工程、材料设备、EMC节能、EPC总承包
西安西驰电气股份有限公司,西安市,2.03亿,1864.62万,2014-08-18,变压器、整流器和电感器制造,电力电子产品、维修与配件
北京东润环能科技股份有限公司,北京市,1.33亿,3117.79万,2014-08-15,信息系统集成服务,新能源发电功率预测产品、新能源并网智能控制系统、新能源电网智能调度管理系统、与服务
绿网天下(福建)网络科技股份有限公司,厦门市,242.57万,-2920.85万,2014-08-21,软件开发,硬件、软件、服务、项目
广州博冠光电科技股份有限公司,广州市,2.38亿,-1385.20万,2014-08-19,光学仪器制造,智能光电
河南秋乐种业科技股份有限公司,郑州市,3.39亿,4007.40万,2014-08-18,玉米种植,农作物种子
凉山州锡成新材料股份有限公司,凉山彝族自治州,--,--,2014-12-10,其他采矿业,滑石粉、四季粉
北京精冶源新材料股份有限公司,北京市,1.68亿,116.24万,2014-08-19,耐火陶瓷制品及其他耐火材料制造,高炉炉外用耐火材料、高炉本体检修用耐火材料、环保炮泥
山东乾元泽孚科技股份有限公司,济南市,9548.47万,130.05万,2014-08-29,其他建筑材料制造,轻钢结构轻质隔墙板镶嵌式节能建筑体系、预制整体建筑结构体系、新农村整体节能房屋体系
河北鑫航铁塔科技股份有限公司,衡水市,--,--,2014-08-29,通信系统设备制造,铁塔
中网科技(苏州)股份有限公司,苏州市,3417.21万,33.51万,2014-08-22,数据处理和存储服务,云服务器、IDC业务
江苏物润船联网络股份有限公司,苏州市,4.64亿,2867.27万,2014-08-21,互联网信息服务,运输服务、平台综合服务、视频设备销售、视频监控软件及服务
武汉思为同飞网络技术股份有限公司,武汉市,663.31万,-327.74万,2014-08-29,信息系统集成服务,软件产品销售、集成产品销售、技术服务销售
新疆维泰开发建设(集团)股份有限公司,乌鲁木齐市,44.56亿,6046.93万,2014-08-29,房屋建筑业,市政工程、房屋建筑、建筑材料销售、检测费
