公司名称,城市,营业收入,利润,上市日期,行业分类,产品类型
惠州市惠德瑞锂电科技股份有限公司,惠州市,2.21亿,4615.41万,2021-06-03,其他电池制造,锂锰电池、锂铁电池
广东光晟物联股份有限公司,佛山市,1.64亿,-1339.67万,2015-09-23,其他未列明电气机械及器材制造,光波发热管、平台智能产品、平台家电产品
北京林大林业科技股份有限公司,北京市,6.38亿,-2453.42万,2015-09-23,其他未列明建筑业,园林工程施工、种业销售及租摆、园林景观设计
宁波中药制药股份有限公司,宁波市,1.18亿,-122.31万,2015-09-30,中药饮片加工,比例提取物、标准提取物、有效单体
湖北视纪印象科技股份有限公司,武汉市,--,--,2015-09-22,信息技术咨询服务,智慧旅游、智慧社区、智能信息化、军品事业部
福慧达股份有限公司,厦门市,16.75亿,8776.63万,2015-09-21,果品、蔬菜批发,水果、蔬菜
苏州骏创汽车科技股份有限公司,苏州市,3.45亿,2621.09万,2022-05-24,汽车零部件及配件制造,汽车塑料零部件、模具、汽车金属零部件、非汽车零部件
河北神玥软件科技股份有限公司,石家庄市,2.19亿,-5551.45万,2015-09-18,软件开发,软件开发、运维服务、第三方软硬件销售
杭州新青年歌舞团股份有限公司,杭州市,3552.33万,111.68万,2015-09-10,文艺创作与表演,演出表演、服装销售、服装租赁、房屋租赁
辽宁中旭石化科技股份有限公司,铁岭市,1.09亿,-1269.57万,2015-09-14,原油加工及石油制品制造,25#变压器油、45#变压器油
重庆大方生态环境治理股份有限公司,重庆市,7888.34万,631.41万,2015-09-21,其他土木工程建筑,园林绿化及养护工程工程、园林景观设计及水生态修复设计
苏州达菲特过滤技术股份有限公司,苏州市,1.10亿,265.62万,2015-09-14,汽车零部件及配件制造,柴油滤清器、机油滤清器、燃气滤清器、空气滤清器
浙江灵通科技股份有限公司,湖州市,1.29亿,1948.52万,2015-09-22,塑料板、管、型材制造,窨井盖座、支架、盖板和电缆保护管、多功能线槽、滚塑产品
深华建设(深圳)股份有限公司,深圳市,--,--,2015-09-18,管道和设备安装,消防工程
广州市锐丰音响科技股份有限公司,广州市,--,--,2015-09-16,其他电子设备制造,自有产品、代理产品、工程及技术服务
武汉湾流科技股份有限公司,武汉市,3892.63万,-692.16万,2015-09-16,软件开发,VR+教育、VR+防务、PaintGo、湾流一驾通
山东威尔数据股份有限公司,烟台市,6468.59万,1456.33万,2015-09-10,软件开发,集约化一卡通管理平台及智能终端、维修及服务费
四川华南信息产业股份有限公司,成都市,1705.08万,-866.53万,2015-09-23,信息系统集成服务,系统集成、软件及软件开发、维保及服务
施勒智能科技(上海)股份有限公司,上海市,6081.68万,-1702.47万,2015-09-16,信息系统集成服务,数字化家庭、数字化工厂、数字化社区、数字化医疗、数字化教育、数字化商业、数字化环境
广东亚太天能科技股份有限公司,广州市,2.23亿,795.25万,2015-09-09,其他电子设备制造,智能锁及配件、智能晾衣架、智能门、婴幼儿睡物、加工制造、服务费
山西金粮饲料股份有限公司,晋中市,366.93万,-247.08万,2015-09-29,饲料加工,猪料、禽料
方元资产管理股份有限公司,西安市,5186.03万,357.70万,2015-09-07,基金管理服务,基金管理、管理报酬、咨询服务、其他业务收
云南和谐通用航空股份有限公司,昆明市,1679.05万,-722.09万,2015-09-18,通用航空服务,空中巡查、空中游览、航空农林飞防作业、飞机租赁、飞行服务收入
银川蓝擎网络信息技术股份有限公司,银川市,101.52万,-161.55万,2015-09-17,呼叫中心,软件服务费、新零售
万全现代物流股份有限公司,福州市,1.04亿,1461.55万,2015-09-16,货物运输代理,代理业务、商品贸易业务、运输业务、装卸业务、仓储业务、配送业务、租赁业务、综合服务
江苏锁龙消防科技股份有限公司,泰州市,8755.94万,1300.15万,2015-09-18,专项化学用品制造,合成类、蛋白类
励福(江门)环保科技股份有限公司,江门市,7.87亿,8601.65万,2015-10-09,金属废料和碎屑加工处理,黄金、白银、铂金、钯粉、铑粉、回收铜、加工费、铂水
四川蓝源广告传媒股份有限公司,成都市,--,--,2015-09-16,广告业,多媒体广告策划、广告投放
北京爱知之星科技股份有限公司,北京市,1.15亿,3192.05万,2015-09-18,软件开发,软件、硬件
北京康乐卫士生物技术股份有限公司,北京市,27.48万,-3.80亿,2015-09-18,生物药品制造,疫苗产品、技术服务、科研用品
北京金尚互联科技股份有限公司,北京市,1431.40万,123.97万,2015-09-30,信息技术咨询服务,二维码标识等软件销售及服务、商品销售
山东鼎盛精工股份有限公司,东营市,3745.02万,-967.34万,2015-09-11,炼油、化工生产专用设备制造,产品销售、技术服务
洛阳科创新材料股份有限公司,洛阳市,1.22亿,2650.27万,2022-05-13,耐火陶瓷制品及其他耐火材料制造,功能耐火材料、不定形耐火材料、定型耐火材料
新疆华特信息网络股份有限公司,乌鲁木齐市,195.48万,-261.97万,2015-09-25,信息系统集成服务,软件和信息技术服务、设备购销、软件开发及技术服务、互联网信息服务:
北京市千叶珠宝股份有限公司,北京市,12.27亿,6500.23万,2015-10-29,珠宝首饰零售,黄金饰品、非黄金饰品、其他业务
上海雷诺尔科技股份有限公司,上海市,2.96亿,1776.41万,2015-09-22,电力电子元器件制造,软起动器、变频调速器
九州方园新能源股份有限公司,宜昌市,579.93万,-1845.66万,2015-09-21,太阳能发电,太阳能光伏组件、电站发电、分布式电站
福建长庚新材料股份有限公司,南平市,2123.46万,274.27万,2015-09-25,非织造布制造,针刺起绒地毯、针刺起绒提花地毯、针刺提花地毯、针刺无纺毯
北京中斗科技股份有限公司,北京市,108.04万,-1093.87万,2015-10-15,其他互联网服务,硬件销售、技术咨询服务
湖南海尚环境生物科技股份有限公司,长沙市,--,--,2015-10-09,水污染治理,水污染治理、固体废物治理、工程环保设施施工、有机肥料、微生物肥料
江苏营财安保股份有限公司,苏州市,2.45亿,1506.16万,2015-10-08,单位后勤管理服务,保安服务
保定澳森制衣股份有限公司,保定市,6552.29万,199.51万,2015-09-30,机织服装制造,服装加工、防护服（隔、离衣）、风衣夹克、户外运动服、防寒服、裤子、工作服、房屋租赁、口罩
杭州南广影视股份有限公司,杭州市,--,--,2015-10-19,电视,影视作品
黑龙江龙视星传媒股份有限公司,哈尔滨市,3019.17万,531.74万,2015-09-25,文艺创作与表演,广告业务、演出经纪业务、租赁
长兴科迪光电股份有限公司,湖州市,6308.09万,398.36万,2015-09-28,电光源制造,LED贴片、LED直插、LED食人鱼
常州二维碳素科技股份有限公司,常州市,5076.73万,376.69万,2015-09-18,石墨及碳素制品制造,石墨烯产品、材料
上海乐通通信设备(集团)股份有限公司,上海市,4.53亿,-1627.99万,2015-10-28,通信系统设备制造,电子结构件产品、通信设备类产品、房屋租赁
山东镭之源激光科技股份有限公司,济南市,7084.51万,3877.55万,2015-09-30,电子工业专用设备制造,激光电源、车用电子控制板、空调控制器、软件
天津津云新媒体集团股份有限公司,天津市,5.37亿,7126.17万,2015-09-25,互联网信息服务,信息整合管理服务、互联网广告服务、移动视频业务、商品销售、电视剧宣传费、电视栏目制作
安徽华夏光电股份有限公司,芜湖市,9760.10万,2003.73万,2015-09-25,光电子器件及其他电子器件制造,器件类（航空航天光电产品、光电探测产品）、系统类（智能显示产品及系统、智慧照明产品及系统）
上海新大陆翼码信息科技股份有限公司,上海市,5879.82万,-1287.80万,2015-10-08,其他互联网服务,业务服务费、异业营销电子商务、技术服务
江西省金锂科技股份有限公司,新余市,--,--,2015-09-25,锂离子电池制造,锂离子电池正极材料磷酸亚铁锂
浙江元本检测技术股份有限公司,温州市,7221.06万,413.38万,2015-09-29,质检技术服务,建设工程检测
武汉迪派无线科技股份有限公司,武汉市,--,--,2015-09-22,互联网信息服务,信息传输、软件、信息技术服务业
佰聆数据股份有限公司,广州市,--,--,2015-09-25,数据处理和存储服务,数据分析挖掘类产品开发及服务、软件系统运维产品及服务、平台工具类产品及服务
无锡煤矿机械股份有限公司,无锡市,1.67亿,461.38万,2015-09-28,矿山机械制造,乳化液泵站、喷雾泵站、配件
西安正昌电子股份有限公司,西安市,1.07亿,-1743.72万,2015-09-25,汽车零部件及配件制造,控制盒
胜高连锁酒店管理股份有限公司,信阳市,--,--,2015-09-28,旅游饭店,酒店经营管理、酒店管理服务、工程装修
云南维和药业股份有限公司,玉溪市,--,--,2015-11-11,中成药生产,天然植物药、中药材
多尔克司食品集团股份有限公司,焦作市,--,--,2015-10-19,牛的饲养,生鲜乳、冷冻去骨牛肉
山东金山地质勘探股份有限公司,烟台市,1168.38万,-1123.60万,2015-09-24,固体矿产地质勘查,钻探取样工程技术服务、地质勘查、报告、航模技术服务费
北京合力亿捷科技股份有限公司,北京市,2.10亿,1111.74万,2015-09-29,软件开发,应用软件开发、云服务、维护服务、硬件销售
江苏汇通金科数据股份有限公司,苏州市,2.32亿,1016.53万,2015-09-23,呼叫中心,独立管理项目电销业务、独立管理项目电核业务、独立管理项目客服业务、独立管理项目催收业务、房租物业
荣信教育文化产业发展股份有限公司,西安市,3.79亿,4063.58万,2015-10-08,图书出版,少儿科普百科类图书、低幼启蒙类图书、卡通/漫画/绘本类图书、游戏益智类图书
北京邦瑞达机电设备股份有限公司,北京市,185.09万,-233.46万,2015-09-30,工业自动控制系统装置制造,箱内片烟密度偏差率检测仪及控制系统、烟丝填充值在线检测仪、烟丝弹性在线检测装置、高准确度X射线皮带秤、燃煤热值在线测量系统、风送二相流燃煤重量在线测量系统
福建省三星电气股份有限公司,泉州市,--,--,2015-09-29,金属结构制造,精密金属结构件
广州市中崎商业机器股份有限公司,广州市,2.37亿,2344.62万,2015-09-30,计算机外围设备制造,商业智能终端、数据采集终端
珠海安联锐视科技股份有限公司,珠海市,8.68亿,7228.57万,2015-11-13,社会公共安全设备及器材制造,前端摄像机、后端硬盘录像机
河南百汇环保科技股份有限公司,新乡市,--,--,2015-10-08,水污染治理,污水好氧处理成套设备及服务、污水深度处理成套设备及服务、污水预处理成套设备及服务
贵州得轩堂护康药业股份有限公司,贵阳市,491.99万,-331.35万,2015-09-29,中成药生产,苦参膜
江苏宝美户外用品股份有限公司,南京市,1.79亿,-817.03万,2015-10-15,机织服装制造,品牌服装贴牌生产、来料加工、户外服装
杭州美亚药业股份有限公司,杭州市,1.35亿,4293.44万,2015-10-08,生物药品制造,天然核苷酸
无锡正大轴承机械制造股份有限公司,无锡市,1419.16万,80.75万,2015-09-22,汽车零部件及配件制造,轴承、进油计量阀（比例电磁阀）
河南一恒贞珠宝股份有限公司,郑州市,--,--,2015-10-13,珠宝首饰零售,珠宝首饰
深圳市凯东源现代物流股份有限公司,深圳市,6.45亿,1218.34万,2015-10-08,道路货物运输,运输服务、仓储服务
能拓能源股份有限公司,南京市,1.87亿,2146.57万,2015-09-29,工程勘察设计,设计、运维服务、工程服务、商品销售
安徽天虹数码科技股份有限公司,合肥市,1492.87万,-489.83万,2015-09-28,广播电视节目制作及发射设备制造,播控类产品、教育类产品
河南创力新能源科技股份有限公司,新乡市,1.11亿,1030.99万,2015-10-16,镍氢电池制造,氢镍扣式充电电池、氢镍圆柱充电电池、铁镍电池
北京铁血科技股份公司,北京市,4.32亿,4508.42万,2015-11-05,其他互联网服务,商品销售、流量
北京腾瑞明技术股份有限公司,北京市,1.75亿,183.04万,2015-10-22,互联网零售,积分换礼、线下销售
荆州大地生物工程股份有限公司,荆州市,578.13万,-1658.30万,2015-09-25,非金属废料和碎屑加工处理,工业级混合油、润滑油
广东百事泰医疗器械股份有限公司,深圳市,1.86亿,1282.46万,2015-09-29,互联网零售,车用电器、家用电器、家用医疗、旅行电器
